,id,comment_text,toxic
607,01014be79661150e,Quite a while ago I had a nice book about the early history of rock and roll and it has a lot of content about Berry I cant remember any details bout the book I lost it in an airport somewhere long before I ever finished reading it I wish I could remember what the actual title was It was a bookstore clearance sale pickup I lose reading material in airports and on planes all the time When you get a chance could you look at an edit to Jimmy Page A editor who has been tagged as a sock of a blocked account keeps removing a string of sentences which appear to have several valid citations See this last edit  The editor was blocked for breaking 3RR The person posted a reason on the talk page for the content blanking But their reason just seems to say it was OK for them to delete the referenced text because another user said it was OK to do so To me it just looks like an antiJimmy Page opinion edit and not an edit to help improve the page Could you look I think the edit should be reverted But the other day I noticed similar content removal and odd section altering so I reverted the back back to a version by Y2Kcrazyjoker as that appeared to be the last version that was stable But I look today and see my edit was reverted by this tagged account and the edit summary claims my edit was some sort of sockpuppet edit You can read the edit summary To me it is very unclear If you feel that person is up to something and revert his blanking I would be curious as to what names he chooses to call you If I find a good Chuck Berry book in my travels I will post you Perhaps I can help you get that article into better shape Cheers and take care,no
609,0102063eba917e84,  Wikiproject Automobiles Notification  Hi Bok269 you were on the list of members at WikiProject Automobiles and we are introducing a new way of listing members as the old list was becoming too long Our new method involves having all of our members in a category  To add yourself to the category just add the userbox to your user page by putting Wiki Auto Project where you want the userbox Alternatively if you dont like the userbox you can add CategoryWikiProject Automobiles membersBok269 to your userpage  If you no longer wish to be a member of the project simply dont add the userbox or category theres no pressure Thanks for your time    ,no
614,0103d9680133eed3,As a general rule i dont think that ANY of the parodies of celebs in shows like family guy simpsons etc deserve mention If she was a recurring character yes highly notable celebrities routinely get mentioned everywhere Obscure ones the parodies are more notable its like mentioning every time wood appears in popular culture or the sunmercurywoodrose,no
615,01045060d37a7a06,  Nice to meet you BluJay What type of articles do you like editing   UTC,no
619,0107cf656a9c6b5c,Note the history section in the Hominoidea article ,no
631,010cb1b97a1e7aac,Keep in find complete lies are still nonfiction if that is the format they present themselves in   Hitlers propaganda was nonfiction in that it was not a work of imagination  Instead it was untrue but still had a nonfiction format  The reason it was untrue was not because it was imagined but instead it was because it was a product of misinformation ignorance and what is largely considered evil,no
636,010ed76f08f1eb63,    Please see WikipediaAdministrators noticeboardIncidents regarding  and   you have been reverting vandalism from the latest in a long line of sockpuppets from Alex Cain who is currently blocked for one week for his conduct Thanks ,no
641,01123ff2047b93e7,pembe karadeniz Charice AS Ticret kultur ve Baklgi,no
642,0112a5434f259543, 28 January 2014 UTC   The Allvoicescom article cited here is unreliable simply because it was taken from here a wellknown proterrorist activist agitprop website one of that who some hypocrite users here would define as neutral tone and balanced they really believe their own lies I understand that its hard to some seeing their beloved revolutionaries loosing ground everyday but thats not a reason for trying to make us accept nonjournalist activist partisan sources while censoring other journalistic sources and even trying to decide wich articles are accepted as reliable sources and wich not when they are posted by the same publisher And finally and sorry for putting it in caps WIKIPEDIA TALK PAGES ARE NOT FORUMS SO STOP IT RIGHT NOW  2302,no
644,0113b73e0b5168d8,Looks like a Nazi salute,no
646,0113e474b8eb9407,That would be OR by prevailing standards yes though secondary sources that establish the history of the concept and talk about the existence of it prior to there being a name for it might be usable to bridge the gap What youd need ultimately is a source that gives a good account of trans history across various changes to how its been pathologized by the medical community Once you have that and have used it to create a historical spine for the article you would be on better footing fleshing out any given moment of history,no
649,0114d23ab81d9c63,Why is it a racist saying Pot calling the kettle black,no
650,0115106609845c3b,December 2008  Please do not add nonsense to Wikipedia It is considered vandalism If you would like to experiment use the sandbox Thank you,no
651,0115c1533e83637c,I welcome discussion on this page regarding my changes or contributions to Wikipedia  Please add categories as you see fit I will reorganize the page periodically as needed   Greetings from fellow Wikipedians ,no
656,0117015ec4c12286,A bit POV dont you think,no
659,011841765d69a22e,DYK nomination of Torleiv Anda   Hello Your submission of Torleiv Anda at the Did You Know nominations page has been reviewed and some issues with it may need to be clarified Please review the comments underneath your nominations entry and respond there as soon as possible Thank you for contributing to Did You Know,no
662,0118f7ea375be714,Me too,no
663,0119b25f6b72bae0,Thanks I havent left him or her a message and at this point it would probably be better if someone else did so it doesnt seem like Im trying to antagonize him or her,no
664,0119d6a08ea286c9,Karl Tearle is a mop haired twat,yes
666,011b51b386c60373,they still shouldnt kill a women for a reason like that christains are soppose to be good people,no
668,011c66c760f06436,  Think youre missing the point  David and Goliath as is commonly used in the English language refers to the Biblical legend  The clothing store should be a disambiguation link in the main article   ,no
673,011f528e733ee014,   Thank you   James thank you for reverting that horrible vandalism from my user page   ,no
676,0120afbdca1e18dc,  I dont think he belongs in this category  of course he believed that the world was created by God   that much is obvious But so does an overwhelming majority of Orthodox Jews  that doesnt mean that every Orthodox Jew who has an article should be in this category I think that only people who are publicly and specifically outspoken about the issue of creation vs evolution I dont think the Rebbe was known for that  ,no
681,0121f89898790454, 26 November 2005 UTC  Well Permyakia and Perm Oblast have established economic ties and a lot of common infrastructure鈥攖hats one of the main reasons  Also Permyakia is heavily dotational relying on the federal transfers to form a significant portion of its budget  Problem is federal government is not always good with transferring funds timely which as you imagine creates all sorts of issues  Perm Oblast on the other hand is a donor and once both budgets are merged it will ease the pain somewhat but note that during 2006 there will still be two separate budgets so there will be a transitional period  Another thing鈥擯ermyakia will still have a special status within new Perm Krai  The main scoop is that Permyakia will no longer need to rely on federal governments transfers but will of course become dependent of Perm Krais budget and Perm Oblast will gain access to Permyakias resources  The merger also lowers administrative costs鈥攊nstead of two local governments there will only be one  Considering that Russians and KomiPermyaks coexisted peacefully for quite some time there is something in this merger for both parties  In 2003 a poll of 309 people was conducted among the population of both oblast and autonomous district  The most common promerger responses were because together is better 21 because the common budget will create better opportunities for the territories development 19 because the government will be able to build new bridges and roads 15 and because there will be a reduction in the number of government workers 12鈥?1543,no
683,0122538b45e8dd56,Ive asked  to discuss removals of information first I will need to remind him 聽聽,no
684,0122c427b6800636, Id like your view on a conflict of interest question   Id like your view on a conflict of interest question Ive raised since youre deeply involved in some of the pages  subjects that wed be linking from WikipediaConflictofinterestNoticeboardWorkplaceCOIquestions,no
685,0122cd5f826207ce,Wikipedia Goes to the Movies in NYC this Saturday Dec 1   in NYC  You are invited to Wikipedia Goes to the Movies in NYC an editathon Wikipedia meetup and workshops focused on film and the performing arts that will be held on Saturday December 1 2012 at the New York Public Library for the Performing Arts at Lincoln Center as part of the  Wikipedia Loves Libraries events being held across the USA    All are welcome sign up on the wiki and at meetupcom,no
688,01235dfed8b478f9,I love you more talebs  cge go sabot namu for 2mrw talebs,no
690,0123f7c07bedbf0d,I said is going to be a longgggg one,no
691,0124423d49c95a01,  I really think you are worrying unnecessarily about it I just happened to come across the article and found a huge close up of her face which was overpixated Think what you like and do what you like if you disagree       ,no
693,01248dc64397eeea, Note 1  2 Copied from TalkAirbus GEUPC   1 Comments  New page created feel free to add or edit    wHILST I would dearly love to see this page blossom I cannot seem to be able to justify it I feel that the subject should have no more mention than a parqagraph in an article on the 2012 Games as a whole Having said that I amhoping that I spark a discussion that will enable the coorect path to be chosen PS my exwife is going to be one of the torchbearers    Actually I kinda agree Lets leave here for a few days and then see what LOCOG use the plane for next If it disappears back into the BA schedules perhaps I should move the whole page to WikiNews    On further reflection I have moved most of the nonaviation material to a new section of 2012 Summer Olympics torch relay     2 Deletion request    wrote concern  Not notable outside of the 2012 Summer Olympics torch relay failing WPGNG and WPONEEVENT  Any useful information can be merged there which most of it is already  No real need for a redirect as it is an unlikely search term  However shehe did not put any discussion on this page to discuss this deletion first   reveals she has a tendency to delete articles without a full discussion on appropriate pages and wikiprojects eg WikipediaAVIA Herhis reasons for deletion may be valid but please lets have an informed discussion first    Wikipedia has several modern aircraft used for specific purposes eg VC137C SAM 26000 in the USA These specially painted Airbus aircraft will have several purposes during the Summer Olympics not just the arrival of the Olympic Torch Can we wait a bit before Speedy Deletion Perhaps widen scope of article to include all 9 Airbus aircraft with livery designed by Pascal Anson    Lidos as I just mentioned on your talk page the WPPROD process does not require discussion and is completely different from the Speed Deletion process  There was nothing wrong my actions nor was any offensive intended towards you nor an attempt to circumvent any discussion  lease review what PROD means before making further allegations  If you think an article deserves a deletion discussion aka an WPAFD process whether or not you believe the article should or wouldwill be deleted it is perfectly acceptable to remove the PROD tag without comment though preferably a reason should be given Finally I do not agree that the article even if expanded in scope will ever meet WPGNG and intend to bring the article to WPAFD,no
694,01264a2810bc4af9,GIVE BLOWJOBS TO HOT WOMEN FROM ALDERLEY EDGE CHESHIRE,yes
696,012714cce6eb70e5, If this continues I will likely be requesting article protection due to persistent IPvandalism,no
697,012731c65e0f4134, Suggested deletion of the article by    It seems  suddenly decided to delete all Seventh Framework Programme projects articles using the same copypaste arguments Ephemeral project No independent sources no indication of notability Does not meet WPGNG  The CyberEmotions project is one of the major projects of the 7th Framework Programme in terms of financial funding as well as in terms of duration number of research teams involved and multidisciplinarity of these teams If this article is deleted so should be for instance FINNOV DARIAH or EGAIS Five Wikipedia articles about emotions and the Internet link to CyberEmotions The reason for this is the importance of studying collective phenomena on the internet to prevent negative events with repercussion both inside and outside of the online world This is one of the purpose of CyberEmotions  Furthermore the notability of the project is already partially demonstrated in the Research section A series of references to high quality peerreviewed journals are made eg Physica in a brief summary of some of the findings of the project so far  This Wikipedia article will be improved and its relevance and notability for understanding collective phenomena on the Internet will be clearly demonstrated,no
704,012973e2771816f7,naravno gajdobra je zakonpozz od milice bjelice,no
705,0129ab10055439ce,Is  your sockpuppet if so stop using using it now and forever Using 2 identities in the way you appear to be is not acceptable behaviour at wikipedia,no
706,0129ac839d78976e,Carnatic music  Bharatnatyam  Nilakana Sastris book on Cholas published in 1955 has section on their temple culture that was a precursor to Carnatic Music and Bharatanatyam You should get it if you already do not have it Also the K Indrapalas Evolution of an ethnic identity puts it together as to how Chola Art forms directly lead to Bharatanatyam forms in sculptures in Sri Lanka Indrapal quotes Nilakanta Sastri extensively,no
714,012f07c024127807,sjf fjpmij oijflfejfkdj jije f kfjefij fjfjflkjfsijf fmjfsjfijfwejfdkjnfoidfjlj fjposjfllsakjfalskd jijnelnfle klajsdfklsdfkjlhere,no
718,01300195ad0237d5,   Thats enough of this incompetence bullshit from you and Jtydog DrChrissy might get upset at times but there is nothing incompetent about him He seems to have made a slip and meant 6 years instead of 16 years thats all What the RfC was about seemed quite clear to me The waters have been muddied again and again by others     ,no
720,0131294e4fcea7a1, I would not call this propoganda when there is so much evidence to support the claims made Some people DO research before adding material Hence,no
724,0132d4c88b3369f4,Doing no harm is not a reason to include the links and being useful is not a reason to include the links We err on the side of not including links in these situations The main reasoning that keeps coming forward about including the links seems to be WPILIKEIT and WPUSEFUL But after getting several neutral admins to contribute to the discussion the huge majority agree that keeping these links is inappropriate Unless someone comes up with some new compelling reason why these links should be included we all need to move on to something more productive IMO,no
727,0134c275457df9e0, Sorry   Misclicked there and ecd with you undoing,no
730,0135f14da5942748,  Wikipedia Day Celebration and MiniConference in NYC Saturday Feb 23   thing at one of our earlier NYC WikiConferences  You are invited to celebrate Wikipedia Day and the 12th anniversary  of the founding of the site at Wikipedia Day NYC on Saturday February 23 2013 at New York University  sign up for Wikipedia Day NYC here or at bitlywikidaynyu  Newcomers are very welcome Bring your friends and colleagues  We especially encourage folks to add your 5minute lightning talks to our roster and otherwise join in the open space experience  ,no
733,0137afba18287c63,   Keep it Unless you would like to use semiofficial termimology from last years of socialist Czechoslovakia advanced Western countries    ,no
736,0138c1892360442e,Cocks Im confused now It is fully protected until 5th December at the moment Registered users are crystal ball editing it but not actually vandalising it Are you on IRC I cannot see you Do you think it needs taking down to a day or two I am going to take it down to two days of full again It will look messy but to hell with it,no
740,013b1a8a5a4b3b06,Correct me if Im wrong but didnt Rhodesian blacks have voting rights,no
742,013b3ddc2ad4e259,  Social Status  Number of Edits  Who engineered this perverse subculture  It had to be either Mayor McCheese or Barney the Dinosaur  Or maybe it just evolved after everyone with even a shred of intellect was run off by an angry mob of selfproclaimed editors  Wikipedia is like a mental hospital run by the inmates  ,no
744,013ced406e0debc9,there wascirca1990 last time i checked it was there a plaque on that corner that says 0km as is was the starting point for all distance measurements from Perth,no
747,013e0243bf44de26,  Welcome  Hello  and welcome to Wikipedia Thank you for your contributions I hope you like the place and decide to stay Here are a few good links for newcomers  The five pillars of Wikipedia  How to edit a page  Help pages  Tutorial  How to write a great article  Manual of Style  I hope you enjoy editing here and being a Wikipedian Please sign your name on talk pages using four tildes  this will automatically produce your name and the date If you need help check out WikipediaWhere to ask a question ask me on my talk page or place helpme on your talk page and someone will show up shortly to answer your questions Again welcome聽 e  ,no
748,013e1b7e48e88ead,Thanks Ryan and Worm It didnt occur to me to check the later editing history to see if anyone had said where it came from I have now merged the sandbox history into the article,no
749,013e8950c4c2f006, Thank you   Hi PKM Im not sure if this is appropriate given Im such a Wikipedia newb but I just wanted to thank you for the welcome I appreciate it,no
754,014054d393c51165,Not my intention to accuse you of anything Apologies if I came across like this The correct spelling is however is one word Moulvibazar I know this as I was born there it is in all official documents going back 37 years  I dont know where this archaic Maulvi bazar spelling comes from but this has caused a lot of pain personally ie bank address account detail mismatch I am on mission to correct it here and elsewhere  I wanted to rename this page and remove the redirect possibly redirect from here to correct one But unfortunately I dont know the knowhow or have the right privilege May be you can help me here,no
759,01423c6a7e307a39,Graphwise article deletion  Hello I wrote the article for graphwise which was speedily deleted I would like more information on why it was deleted Graphwise is a brand new company with a unique and proprietary graphing process The company has created something new and unique to the web and has numerous patents on their unique creation these patents were listed in the article In writing the article I I made an effort to post only  informative and relevant content I would like to know what did not fit the criteria of wikipedia and what I can do to repost an article for the sites contribution to the web Thank you in advance for any input,no
761,0142b5abd8afc286,Yes Search for some celebrities or fictional characters eg Batman Alan Partridge Ross Geller and you will see for yourself I would have wrote it myself in the article but I dont know how to word it and where to put it,no
766,01458e1707582c48,If you think I will refer to the matters and affairs of this War in GOOD vs BAD Terrorists  spreads Terror and Mayhem Evil doers and Cute Puppies you are mistaken You can legitimize whatever you want as long as you do everything else So yes you will strip the news coverage you read from its politic siding and filter the facts because this website is not a news dump,no
767,0145b9b3d5a03f12,   Richard Etchberger article   I dont see an issue with adding or uploading relevant media I found a photo of Etchbergers brother at the dedication to a memorial to him at Barksdale AFB from 2008 on defenseimagerymil and uploaded that The videos I would think should be PD so by all means go for it Theres also the video of the White House presentation ceremony and I already uploaded an ogg of the Presidents remarks  ,no
772,0147a6d8d95da7c8,  Not nitpicky at all 鈥?its a point very well taken Unless anyone objects I think we ought to remove the soft pastel reference altogther 鈥?  ,no
775,0148f6939e751cb4,  I think you misunderstand and I already changed the article from what it said before Before it listed her in shorthand as Chase Smith like Chase Smith did this and Chase Smith did that Theres no doubt that she used the name Margaret Chase Smith in lieu of Margaret Smith which I have never heard but her last name was always Smith and she was Senator Smith not Senator Chase Smith some books have referred to her as such but I cant find anything from her or the US Government The sources you provide show that she was categorized as Smith Margaret Chase with Chase being treated as a middle name as wasis common for many married women not a part of her surname Thus I think the shorthand for Margaret Chase Smith remain simply Smith or Senator Smith or whathaveyou and Chase Smith Unless of course Im still missing something ,no
776,014907f92219c751,Stop doubting me  Please stop saying that userGabeyc is my puppet,no
779,014a22a55af8dc32,Wtf all western corners are 90 degrees,no
781,014a6973c0e52b88,The debate centers on whether or not this material is appropriate See this deletion,no
782,014a9dafac3a92a4, willeys    if u are a male with no willey then u are likley to be gay lol,yes
785,014c2d8307d7ed7b,D Hinmon,no
790,014edbfdee84c2e1, Canberra Districts   Hi I have been moving the Canberra districts all back to their nondisambiguated names I have done them all except Tuggeranong which needs an admin to first delete the redirect page I would appreciate it if you could move it over for me Thanks ,no
794,015017ec394a264e,Blocked again Quit vandalizing,no
795,01515b1e64cbb3c4, Purple Pimpernon   How can you leave out the reference to the Purple Pimpernon birth mark on the babys butt cheek A search of the phrase turns up this article but the term isnt actually in it,no
796,015160a624805ab5,Table reformatting  I started merging the 2 tables per event into one today and standardizing their formatting Am about 12way through did 50 free through 100 breast so far Will be back to finish the rest ,no
797,015161301c1e6868,Well my opinions worth exactly what you paid for it since Ive never edited that article  But Im not sure why this needs to be analyzed within the COI framework at all This doesnt appear to be about someone pushing for their specific acupuncture clinic or whatever so its not clear to me that this is any different from any other general POVpushing case I suppose the issue I have with the COIrelated discussions Ive come across lately is that they all turn the conversation from one about edits to one about the interests of the reallife person behind the edits Those interests are difficult to identify often unverifiable and not always easily stuffed into the COI box,no
801,015303b4549e1e44,   Unblock request     NOTE to reviewing admin Unless Ibaranoff24 admits to his sockpuppetryblock evasion see WikipediaSockpuppet investigationsIbaranoff24 and commits to restrict himself to one account I would strongly recommend against unblocking 鈥?   I apologize for the evasion attempt and I do not wish to abuse my privileges I wish to make myself useful on Wikipedia get some more FAs listed and make another run for adminship down the line   ,no
802,01533b362ba8c4a2,  Strongly agree with  this section needs to be rewritten with correct references   ,no
810,0154cc14f8f2a23b,   August 2012   In a number of recent edits you have made unsourced changes such as changing AntiGlobalization to AlterGlobalization or Libertarian to RightLibertarian You need to provide citations to reliable sources that support those changes See WPNOR   ,no
811,0155555531c8773b,   Compromise   Would anyone have a problem with keeping the current arrangement Johnson in the title Ocho Cinco in the text until consensus can be reached     Yes Having title saying A and text saying B is just messy and unencyclopedic Both the title and the text should read the same name I would immensely prefer it stays Chad Johnson until were week or two into the NFL season and we see what Chad is predominantly called by the media and then fix the article accordingly when consensus backed up with sources is reached I am however perfectly willing to help transition the article to Chad Ocho Cinco if he is indeed called Chad Ocho Cinco or Ocho Cinco by the majority of journalists and broadcasters but I would like to see reliable sources calling him Ocho Cinco before we change the article     My feeling is that the guy is named Ocho Cinco and whether you think its dumb or you think hes an attention whore that is in fact his name If you enter Chad Johnson in the search bar its goiung to direct you here anyway so whats the big deal  And another thing Why is the page titled Chad Johnson and yet he is referred to as Ocho Cinco all throughout the page  ,no
814,01563e63e55a1cca,   Renaming   I dont think this renaming is a good idea Where there is one name which is by far the most common as is the case here it should be under that title If Jane Eyre the character is made into an article the approprite naming scheme would look like this  Jane Eyre  the page about the novel  Jane Eyre disambiguation  containing links to all the others  Jane Eyre character  Jane Eyre musical  Jane Eyre opera  etc   ,no
815,01568d4d84e72ad0,  Please refrain from adding nonsense to Wikipedia as you did to Wars of the Roses It is considered vandalism If you would like to experiment use the sandbox   ,no
816,0156b961ccea2858, OMG Hallelujah Ive seen the light Youre absolutely right about everything  I have been acting childishly and you are so very right  even though Ive been here since 2005 and have over 150000 edits I am not an actual Wikipedia editor only a pale imitation of one  My primary purpose is to impede real progress in every way possible and to keep the United States pure and unsullied by the barnbarians I believed lived everywhere else in the scary wide world  Oh what a fool Ive been  I know now that with your will of iron and keen determination to right great wrongs you will be victorious in your glorious crusade to drag us unworthy and unwashed Americans into the clear white light of revelation enjouyed by the rest of the world  ONWARD THE PROGRAM  ALL HAIL THE GREAT METRIC CRUSADE Yr obt hble srvt,no
818,01583c494eaead6c, WPMOS   Please try to space properly after punctuation when editing in mainspace so that our articles can conform to WPMOS guidelines    ,no
820,015993840d7dd4f1,  Thabnks Mark Yeah that was a while ago now but Ive still got to take it easy I can do without a repeat episode of vomiting up everything I ate complete with loads of blood Not pleasant at all  ,no
823,015bbbf22fba4c54,One of the advantages of sandpiting an article is you can ask other editors to review or edit it before you submit it There are two ways you can do this  one is approaching an editor directly on their talk page or alternatively putting a note on the related project talk page asking for review Most of us are happy to help with suggestions and guidance,no
825,015c103d2ce02f6e,Barak Obamas faith was a frequent item of comment during his presidential election campaign Ed Milibands ethnicity was hardly commented on during the Labour leadership campaign  It is not us that determines weight but the general level of coverage of the issue If this subsequently becomes significant we may have to revise the article but for now we are merely reflecting the general consensus in the mainstream media,no
826,015c182136e881ae, Semiprotected edit request on 3 October 2014     Features  As well as traditional timekeeping Apple Watch will allow wearers to make contactless payments with Apple Pay a mobile payment service introduced at the same event as the Watch The Apple Watch is capable of receiving phone calls as well as iMessage and SMS Texts It can track fitness run thirdparty apps built using WatchKit Apples new API for Apple Watch software development control the Apple TV as well as act as a walkietalkie and a viewfinder and remote shutterrelease for an iPhone camera  Design  Apple Watch will be available in a number of customisable design configurations across three distinct collections in two sizes 38聽mm and 42聽mm making 34 individual models Considering the number of physical models and the wide variety of digital watch faces available on each model the potential to personalise Apple Watch is considerable Apples head of design Jony Ive stated in an interview after Apple Watch was announced that the total possible number of unique designs is in the millions although it is as yet unclear whether this is an exaggeration  Apple Watch also features a new pressuresensitive touchscreen that can distinguish between a tap and a press and features a dial called a digital crown which can be turned to scroll or zoom and pressed to return to the home screen allowing the user to interact with content on the display without obscuring it with their fingers It also features a Taptic Engine a linear actuator which provides haptic feedback to users when they interact with the watch or when they receive notifications as well as allowing them to share physical taps with other Apple Watch users  The watch is charged by means of inductive charging using a cable similar to the MagSafe cable for Apples MacBook family of laptops Reports also suggest that the retail box for the Edition series of the Apple Watch will act as a combined charging and display stand,no
831,015ebdf7498d3955,  This is not exactly helpful advice If you are unable to articulate a coherent criticism then your suggestion is arbitrary and hints at WPOWN There is no time limit on this as WPWIP says I would be inclined to say once again that other sections of the article need more attention than the lede we can always come back to it  I would like to propose  that you and I at least others are welcome of course choose another section to work on together I would propose the one on Justice which has had a requires expansion tag on it since late 2010 I dont think this talk page is the most appropriate forum for the initial bigger edits but perhaps your or my sandbox could be used to that end After some editing and expansion we will post sections of it here for additional comment  How about it    ,no
832,015ec956122e1bae,REDIRECT TalkComparison of email clients,no
835,01609bc52c061fbf, What is the purpose of Novorossiya   Suppose Putin never recognizes Novorossiya as a legitimate independent state what would be the function of Novorossiya Ukraine will never let go of Donbas and as a result war will continue indefinitely Is the purpose of Novorossiya to kill and maim Ukrainian people,no
836,0160a0bd76873a14,  Youre quite right Wikipedia is not a directory 5 Ive removed the prices and changed traditional security services to security guards Btw type  after your posts to sign and time stamp your comment  ,no
840,0162066f96c40200,and WPNPOV changes  6  TalkGilad AtzmonArchive 5     WPRS,no
841,0162c8bd1ee3ae2b,   Latest sock of LouisPhilippeCharles   Please take a look at this I didnt know how to unarchive it so Im not sure its been restored to the queue of active cases but it needs to be addressed Thanks   ,no
851,0167520e098406d7,666 the devil will get you all   ,no
852,01680b05bde74236,Welcome  Hello  and welcome to Wikipedia Thank you for  I hope you like the place and decide to stay Here are some pages that you might find helpful  The five pillars of Wikipedia  Tutorial  How to edit a page  How to write a great article  Manual of Style  I hope you enjoy editing here and being a Wikipedian Please sign your messages on discussion pages using four tildes  this will automatically insert your username and the date If you need help check out WikipediaQuestions ask me on  or ask your question and then place helpme before the question on your talk page Again welcome   Also try visiting Tambayan Philippines for collaborating Philippinerelated articles WELCOME    ,no
853,0168364ae22d4cc2,They will do nothing unless we let them,no
854,01683b2e553e0503, The first two media in Mao page should be delete   Well if you understand what they said if you can listen Chinese you will know that this is not an interview of Mao,no
856,0169e612340bdfa2,I totally agree with you Sca I could not possibly agree with you more  I understand that Nazi Germany was the aggressor in Europe  There is the problem that misunderstanding people now equate German nationalism with Nazism because the Nazis were the aggressors in Europe perfect example is das lied der Deutsche  What I think is the biggest question mark of the whole era is what if it had of been another party to have ruled Germany one that didnt attack Jews or minorities What if they had of taken German inhabited lands back after their loss at Versailles would it be considered more acceptable now because it was not a war of conquest like Hitlers war was  as for your remarks Xx236 we are talking about what happened to Germans here not Poles you have made the stereotypical nationalist remarks as seen on talkexpulsion of Germans after WWII and elsewhere  How many times must you be told Two wrongs dont make a right it doesnt matter here  To you it is always about the Poles you always have to insert them when we are not talking about them from the sentence From a Polish point of view they are rather too German because they say relatively little about the historical and political contex we all know you obviously mean that they dont provide the same excuses as the Polish Government has  ,no
860,016bf0790d43acb9,You arent the brightest crayon in the box are you,no
861,016bf6df396e6626, Request for update   Hello Can your bot make update for this page please Thank you,no
862,016bfb52f17ef26c, Inflation and conversions   Ive made this argument on a few occasions generally with little success Most academic and even popular historians stay well away from trying to convert the cost of military equipment into modern terms due to the many problems with this as well as the loss of context but such conversions often pop up in Wikipedia articles Cheers,no
863,016ccf2aa9ff18b0,Sounds good to me ,no
866,016da4c4c4a82ba3,  So a long historical usage should override its current name and usage鈥? ,no
869,016eb6aa1b920826,  I brought up the same concerns a few days ago but was rebuffed  No one has said what caused the slide or why other than grand water saturation from a record month of rain  Yes there was logging in the area but as far as Ive seenheard that isnt in the equation for the current official explanation for the slide  We arent newspaper reporters folks This is an encyclopedia  Gotta remember that yes   鈼?   ,no
873,017142df13cdf735,cause shes just a devil with evil on her mind and my penis in Materialscientists birth place,yes
874,01717a7db1afdd0d,   FileJapanese officials check for radioactive material on residents living near the Fukushima stationjpg   Thank you for your work with FileJapanese officials check for radioactive material on residents living near the Fukushima stationjpg    ,no
875,0171b466fa40d87c, Update economy size   According to the latest list released by IMF for 2007 India is now 3rd largest economy in PPP terms ahead of Japan Please update,no
879,01731103b7850e5b,You guys are sick,no
880,017319eb69e7846b, Pavel Fursov   Sorry I left my account logged in at a public terminal and some idiot put it in My bad,no
882,0174149ae3f6437c, Deletion discussion about WCTZLD   Hello KJohnson 127   I wanted to let you know that theres a discussion about whether WCTZLD should be deleted Your comments are welcome at  WikipediaArticles for deletionWCTZLD    If youre new to the process articles for deletion is a group discussion not a vote that usually lasts seven days If you need it there is a guide on how to contribute Last but not least you are highly encouraged to continue improving the article just be sure not to remove the tag about the deletion nomination from the top   Thanks,no
885,0176ef39019262b1,Speedy deletion converted to PROD Hybridshoring   Hello Underbrennan and thanks for patrolling new pages I am just letting you know that I have converted the speedy deletion tag that you placed on Hybridshoring to a proposed deletion tag The speedy deletion criteria are extremely narrow to protect the encyclopedia and do not fit the page in question You may wish to review the WPCSDCriteria for Speedy Deletion before tagging further pages Thank you,no
889,017852372ad85be2,notability tag  I removed the notability tag For chrissakes theres already an article about this guy on the swedish wikipedia Speaking of which if someone that speaks swedish could translate the text from there that would be excellent,no
892,0179189048e1d858,  From 2nd GA Review   Citation cleanup   Update Europa Series section   Update Specification section   Update Counterfeiting section   Reference watermarks in Security features section,no
893,01795e418bc31027,GA Review  This review is transcluded from TalkThe Secret Life of the American TeenagerGA1 The edit link for this section can be used to add comments to the review    Reviewer  ,no
895,017b30293512bc67, Jan 2008   Please do not add nonsense to Wikipedia It is considered vandalism If you would like to experiment use the sandbox Thank you,no
897,017cd1016093f2f7,  Stop  This is not being helpful  Nobody won anything here and winning is not what Wikipedia is about  I suggest you take a break from editing articles that Earth100 edits and vice versa  If you guys continue to edit war like this its going to result in blocks to both of you   ,no
899,017dcba8ba64c529, Nominating an article for deletion   Please let me know how to nominate an article for deletion,no
